SCHOOL-LEVEL TEST-BY-TEST PASS AND PASS ADVANCED,,,,,,8/10/2015,,
DIVISION,SCHOOL,SUBJECT,GRADE,TEST,PASS 2013-2014,PASS 2014-2015,ADVANCED 2013-2014,ADVANCED 2014-2015
Harrisonburg City ,Skyline Middle,Mathematics,Gr 5,Mathematics,66,66,19,19
Harrisonburg City ,Skyline Middle,Mathematics,Gr 6,Mathematics,75,83,20,16
Harrisonburg City ,Skyline Middle,Mathematics,Gr 7,Mathematics,69,61,22,14
Harrisonburg City ,Skyline Middle,Mathematics,Gr 8,Mathematics,55,71,3,10
Harrisonburg City ,Skyline Middle,Mathematics,End of Course,Algebra I,100,98,17,30
Harrisonburg City ,Skyline Middle,Mathematics,End of Course,Geometry,100,<,77,<
Harrisonburg City ,Skyline Middle,Science,Gr 5,Science,78,76,19,12
Harrisonburg City ,Skyline Middle,Science,Gr 8,Science,64,70,13,12
Harrisonburg City ,Smithland Elementary,English: Reading,Gr 3,English Reading,60,78,19,22
Harrisonburg City ,Smithland Elementary,English: Reading,Gr 4,English Reading,52,62,7,13
Harrisonburg City ,Smithland Elementary,History and Social Sciences,Content Specific,VA Studies,74,88,21,32
Harrisonburg City ,Smithland Elementary,Mathematics,Gr 3,Mathematics,62,78,17,14
Harrisonburg City ,Smithland Elementary,Mathematics,Gr 4,Mathematics,76,84,19,24
Harrisonburg City ,Spotswood Elementary,English: Reading,Gr 3,English Reading,57,66,19,16
Harrisonburg City ,Spotswood Elementary,English: Reading,Gr 4,English Reading,53,61,15,4
Harrisonburg City ,Spotswood Elementary,History and Social Sciences,Content Specific,VA Studies,80,69,35,9
Harrisonburg City ,Spotswood Elementary,Mathematics,Gr 3,Mathematics,51,58,4,6
Harrisonburg City ,Spotswood Elementary,Mathematics,Gr 4,Mathematics,60,74,15,16
Harrisonburg City ,Stone Spring Elementary,English: Reading,Gr 3,English Reading,74,75,14,14
Harrisonburg City ,Stone Spring Elementary,English: Reading,Gr 4,English Reading,77,80,28,28
Harrisonburg City ,Stone Spring Elementary,History and Social Sciences,Content Specific,VA Studies,97,93,53,40
Harrisonburg City ,Stone Spring Elementary,Mathematics,Gr 3,Mathematics,58,68,6,29
Harrisonburg City ,Stone Spring Elementary,Mathematics,Gr 4,Mathematics,91,85,28,28
Harrisonburg City ,Thomas Harrison Middle,English: Reading,Gr 5,English Reading,62,67,12,16
Harrisonburg City ,Thomas Harrison Middle,English: Reading,Gr 6,English Reading,63,73,8,16
Harrisonburg City ,Thomas Harrison Middle,English: Reading,Gr 7,English Reading,60,71,14,12
Harrisonburg City ,Thomas Harrison Middle,English: Reading,Gr 8,English Reading,55,62,13,13
Harrisonburg City ,Thomas Harrison Middle,English: Writing,Gr 8,Writing,57,62,13,9
Harrisonburg City ,Thomas Harrison Middle,History and Social Sciences,Content Specific,Civics & Econ,74,90,31,39
Harrisonburg City ,Thomas Harrison Middle,Mathematics,Gr 5,Mathematics,66,71,23,19
Harrisonburg City ,Thomas Harrison Middle,Mathematics,Gr 6,Mathematics,74,81,16,29
Harrisonburg City ,Thomas Harrison Middle,Mathematics,Gr 7,Mathematics,59,65,11,11
Harrisonburg City ,Thomas Harrison Middle,Mathematics,Gr 8,Mathematics,51,57,2,2
Harrisonburg City ,Thomas Harrison Middle,Mathematics,End of Course,Algebra I,100,99,28,38
Harrisonburg City ,Thomas Harrison Middle,Mathematics,End of Course,Geometry,100,100,87,83
Harrisonburg City ,Thomas Harrison Middle,Science,Gr 5,Science,71,75,15,15
Harrisonburg City ,Thomas Harrison Middle,Science,Gr 8,Science,71,75,11,13
Harrisonburg City ,Waterman Elementary,English: Reading,Gr 3,English Reading,69,77,13,14
Harrisonburg City ,Waterman Elementary,English: Reading,Gr 4,English Reading,55,74,7,20
Harrisonburg City ,Waterman Elementary,History and Social Sciences,Content Specific,VA Studies,87,78,42,24
Harrisonburg City ,Waterman Elementary,Mathematics,Gr 3,Mathematics,81,78,19,15
Harrisonburg City ,Waterman Elementary,Mathematics,Gr 4,Mathematics,71,89,24,35
Henrico County ,Arthur Ashe Jr. Elementary ,English: Reading,Gr 3,English Reading,37,75,2,6
Henrico County ,Arthur Ashe Jr. Elementary ,English: Reading,Gr 4,English Reading,82,74,21,13
Henrico County ,Arthur Ashe Jr. Elementary ,English: Reading,Gr 5,English Reading,67,73,9,13
Henrico County ,Arthur Ashe Jr. Elementary ,History and Social Sciences,Content Specific,VA Studies,95,88,62,47
Henrico County ,Arthur Ashe Jr. Elementary ,Mathematics,Gr 3,Mathematics,38,80,2,20
Henrico County ,Arthur Ashe Jr. Elementary ,Mathematics,Gr 4,Mathematics,92,87,42,33
Henrico County ,Arthur Ashe Jr. Elementary ,Mathematics,Gr 5,Mathematics,83,68,17,24
Henrico County ,Arthur Ashe Jr. Elementary ,Science,Gr 5,Science,86,73,13,8
Henrico County ,Brookland Middle,English: Reading,Gr 6,English Reading,56,56,5,6
Henrico County ,Brookland Middle,English: Reading,Gr 7,English Reading,54,65,5,9
Henrico County ,Brookland Middle,English: Reading,Gr 8,English Reading,60,53,3,3
Henrico County ,Brookland Middle,English: Writing,Gr 8,Writing,61,51,6,8
Henrico County ,Brookland Middle,History and Social Sciences,Content Specific,Civics & Econ,82,81,10,9
Henrico County ,Brookland Middle,History and Social Sciences,End of Course,World History I,98,100,27,45
Henrico County ,Brookland Middle,Mathematics,Gr 6,Mathematics,57,46,5,2
Henrico County ,Brookland Middle,Mathematics,Gr 7,Mathematics,27,42,1,4
Henrico County ,Brookland Middle,Mathematics,Gr 8,Mathematics,50,40,1,1
Henrico County ,Brookland Middle,Mathematics,End of Course,Algebra I,83,92,5,5
Henrico County ,Brookland Middle,Mathematics,End of Course,Geometry,50,100,0,0
Henrico County ,Brookland Middle,Science,Gr 8,Science,53,59,1,2
Henrico County ,Brookland Middle,Science,End of Course,Earth Science,98,98,3,12
Henrico County ,Cashell Donahoe Elementary,English: Reading,Gr 3,English Reading,57,72,4,13
Henrico County ,Cashell Donahoe Elementary,English: Reading,Gr 4,English Reading,53,53,8,4
Henrico County ,Cashell Donahoe Elementary,English: Reading,Gr 5,English Reading,67,63,8,13
Henrico County ,Cashell Donahoe Elementary,History and Social Sciences,Content Specific,VA Studies,82,83,37,29
Henrico County ,Cashell Donahoe Elementary,Mathematics,Gr 3,Mathematics,65,70,13,13
Henrico County ,Cashell Donahoe Elementary,Mathematics,Gr 4,Mathematics,69,78,16,10
Henrico County ,Cashell Donahoe Elementary,Mathematics,Gr 5,Mathematics,76,65,27,15
Henrico County ,Cashell Donahoe Elementary,Science,Gr 5,Science,72,66,24,13
Henrico County ,Chamberlayne Elementary,English: Reading,Gr 3,English Reading,57,57,4,18
Henrico County ,Chamberlayne Elementary,English: Reading,Gr 4,English Reading,64,85,18,7
Henrico County ,Chamberlayne Elementary,English: Reading,Gr 5,English Reading,67,77,15,12
Henrico County ,Chamberlayne Elementary,History and Social Sciences,Content Specific,VA Studies,92,88,41,40
Henrico County ,Chamberlayne Elementary,Mathematics,Gr 3,Mathematics,76,65,10,7
Henrico County ,Chamberlayne Elementary,Mathematics,Gr 4,Mathematics,92,87,29,12
Henrico County ,Chamberlayne Elementary,Mathematics,Gr 5,Mathematics,67,76,15,22
Henrico County ,Chamberlayne Elementary,Science,Gr 5,Science,80,77,17,23
Henrico County ,Charles M. Johnson Elementary,English: Reading,Gr 3,English Reading,48,67,20,17
Henrico County ,Charles M. Johnson Elementary,English: Reading,Gr 4,English Reading,54,37,16,6
Henrico County ,Charles M. Johnson Elementary,English: Reading,Gr 5,English Reading,62,65,12,15
Henrico County ,Charles M. Johnson Elementary,History and Social Sciences,Content Specific,VA Studies,80,72,29,17
Henrico County ,Charles M. Johnson Elementary,Mathematics,Gr 3,Mathematics,42,63,5,1
Henrico County ,Charles M. Johnson Elementary,Mathematics,Gr 4,Mathematics,76,59,16,11
Henrico County ,Charles M. Johnson Elementary,Mathematics,Gr 5,Mathematics,64,66,11,11
Henrico County ,Charles M. Johnson Elementary,Science,Gr 5,Science,65,67,7,15
Henrico County ,Colonial Trail Elementary,English: Reading,Gr 3,English Reading,81,86,21,29
Henrico County ,Colonial Trail Elementary,English: Reading,Gr 4,English Reading,83,86,29,29
Henrico County ,Colonial Trail Elementary,English: Reading,Gr 5,English Reading,84,94,27,34
Henrico County ,Colonial Trail Elementary,History and Social Sciences,Content Specific,VA Studies,95,94,38,50
Henrico County ,Colonial Trail Elementary,Mathematics,Gr 3,Mathematics,80,89,24,26
Henrico County ,Colonial Trail Elementary,Mathematics,Gr 4,Mathematics,92,91,33,33
Henrico County ,Colonial Trail Elementary,Mathematics,Gr 5,Mathematics,85,94,38,56
Henrico County ,Colonial Trail Elementary,Mathematics,Gr 7,Mathematics,<,<,<,<
Henrico County ,Colonial Trail Elementary,Science,Gr 5,Science,86,92,32,39
Henrico County ,Crestview Elementary,English: Reading,Gr 3,English Reading,79,89,21,25
Henrico County ,Crestview Elementary,English: Reading,Gr 4,English Reading,69,67,8,9
Henrico County ,Crestview Elementary,English: Reading,Gr 5,English Reading,66,79,9,9
Henrico County ,Crestview Elementary,History and Social Sciences,Content Specific,VA Studies,81,84,14,43
Henrico County ,Crestview Elementary,Mathematics,Gr 3,Mathematics,60,72,9,17
Henrico County ,Crestview Elementary,Mathematics,Gr 4,Mathematics,79,80,16,13
Henrico County ,Crestview Elementary,Mathematics,Gr 5,Mathematics,75,85,9,19
Henrico County ,Crestview Elementary,Science,Gr 5,Science,94,87,19,20
Henrico County ,David A. Kaechele Elementary ,English: Reading,Gr 3,English Reading,90,88,21,31
Henrico County ,David A. Kaechele Elementary ,English: Reading,Gr 4,English Reading,92,95,35,46
Henrico County ,David A. Kaechele Elementary ,English: Reading,Gr 5,English Reading,95,93,26,42
Henrico County ,David A. Kaechele Elementary ,History and Social Sciences,Content Specific,VA Studies,100,100,60,73
Henrico County ,David A. Kaechele Elementary ,Mathematics,Gr 3,Mathematics,79,87,21,28
Henrico County ,David A. Kaechele Elementary ,Mathematics,Gr 4,Mathematics,96,99,49,51
Henrico County ,David A. Kaechele Elementary ,Mathematics,Gr 5,Mathematics,96,93,36,53
Henrico County ,David A. Kaechele Elementary ,Mathematics,Gr 7,Mathematics,,<,,<
Henrico County ,David A. Kaechele Elementary ,Science,Gr 5,Science,95,93,40,30
Henrico County ,Deep Run High,English: Reading,Gr 8,English Reading,<,,<,
Henrico County ,Deep Run High,English: Reading,End of Course,English Reading,98,98,30,17
Henrico County ,Deep Run High,English: Writing,End of Course,Writing,97,97,42,47
Henrico County ,Deep Run High,History and Social Sciences,End of Course,VA & US History,99,99,30,32
Henrico County ,Deep Run High,History and Social Sciences,End of Course,World History I,96,98,21,18
Henrico County ,Deep Run High,History and Social Sciences,End of Course,World History II,99,99,39,42
Henrico County ,Deep Run High,Mathematics,End of Course,Algebra I,87,87,4,2
Henrico County ,Deep Run High,Mathematics,End of Course,Algebra II,91,87,35,31
Henrico County ,Deep Run High,Mathematics,End of Course,Geometry,91,91,17,13
Henrico County ,Deep Run High,Science,End of Course,Biology,99,99,23,24
Henrico County ,Deep Run High,Science,End of Course,Chemistry,99,98,41,34
Henrico County ,Deep Run High,Science,End of Course,Earth Science,98,98,8,9
Henrico County ,Douglas S. Freeman High,English: Reading,Gr 8,English Reading,<,<,<,<
Henrico County ,Douglas S. Freeman High,English: Reading,End of Course,English Reading,91,92,29,15
Henrico County ,Douglas S. Freeman High,English: Writing,End of Course,Writing,85,82,37,31
Henrico County ,Douglas S. Freeman High,History and Social Sciences,End of Course,Geography,,<,,<
Henrico County ,Douglas S. Freeman High,History and Social Sciences,End of Course,VA & US History,93,93,23,24
Henrico County ,Douglas S. Freeman High,History and Social Sciences,End of Course,World History I,86,86,12,15
Henrico County ,Douglas S. Freeman High,History and Social Sciences,End of Course,World History II,99,97,41,40
Henrico County ,Douglas S. Freeman High,Mathematics,Gr 8,Mathematics,,<,,<
Henrico County ,Douglas S. Freeman High,Mathematics,End of Course,Algebra I,80,79,3,2
Henrico County ,Douglas S. Freeman High,Mathematics,End of Course,Algebra II,95,97,49,33
Henrico County ,Douglas S. Freeman High,Mathematics,End of Course,Geometry,82,89,14,21
Henrico County ,Douglas S. Freeman High,Science,End of Course,Biology,92,91,18,24
Henrico County ,Douglas S. Freeman High,Science,End of Course,Chemistry,99,98,40,33
Henrico County ,Douglas S. Freeman High,Science,End of Course,Earth Science,76,73,3,4
Henrico County ,Dumbarton Elementary,English: Reading,Gr 3,English Reading,53,62,8,6
Henrico County ,Dumbarton Elementary,English: Reading,Gr 4,English Reading,61,48,8,6
Henrico County ,Dumbarton Elementary,English: Reading,Gr 5,English Reading,53,65,11,14
Henrico County ,Dumbarton Elementary,History and Social Sciences,Content Specific,VA Studies,61,57,11,10
Henrico County ,Dumbarton Elementary,Mathematics,Gr 3,Mathematics,56,64,7,8
Henrico County ,Dumbarton Elementary,Mathematics,Gr 4,Mathematics,56,64,9,6
Henrico County ,Dumbarton Elementary,Mathematics,Gr 5,Mathematics,55,79,5,33
Henrico County ,Dumbarton Elementary,Science,Gr 5,Science,63,69,10,13
Henrico County ,Echo Lake Elementary,English: Reading,Gr 3,English Reading,82,90,16,38
Henrico County ,Echo Lake Elementary,English: Reading,Gr 4,English Reading,88,92,39,38
Henrico County ,Echo Lake Elementary,English: Reading,Gr 5,English Reading,94,90,31,32
Henrico County ,Echo Lake Elementary,History and Social Sciences,Content Specific,VA Studies,97,100,72,74
Henrico County ,Echo Lake Elementary,Mathematics,Gr 3,Mathematics,77,82,29,24
Henrico County ,Echo Lake Elementary,Mathematics,Gr 4,Mathematics,95,98,48,60
Henrico County ,Echo Lake Elementary,Mathematics,Gr 5,Mathematics,96,92,36,44
Henrico County ,Echo Lake Elementary,Mathematics,Gr 7,Mathematics,<,<,<,<
Henrico County ,Echo Lake Elementary,Science,Gr 5,Science,95,92,45,37
Henrico County ,Elizabeth Holladay Elementary,English: Reading,Gr 3,English Reading,58,56,7,10
Henrico County ,Elizabeth Holladay Elementary,English: Reading,Gr 4,English Reading,43,56,4,2
Henrico County ,Elizabeth Holladay Elementary,English: Reading,Gr 5,English Reading,66,62,5,8
Henrico County ,Elizabeth Holladay Elementary,History and Social Sciences,Content Specific,VA Studies,81,85,30,36
Henrico County ,Elizabeth Holladay Elementary,Mathematics,Gr 3,Mathematics,65,66,13,7
Henrico County ,Elizabeth Holladay Elementary,Mathematics,Gr 4,Mathematics,76,85,14,7
Henrico County ,Elizabeth Holladay Elementary,Mathematics,Gr 5,Mathematics,72,66,8,18
Henrico County ,Elizabeth Holladay Elementary,Science,Gr 5,Science,65,60,8,5
Henrico County ,Elko Middle,English: Reading,Gr 6,English Reading,64,61,8,12
Henrico County ,Elko Middle,English: Reading,Gr 7,English Reading,61,66,5,13
Henrico County ,Elko Middle,English: Reading,Gr 8,English Reading,54,55,1,4
Henrico County ,Elko Middle,English: Writing,Gr 8,Writing,54,49,5,7
Henrico County ,Elko Middle,History and Social Sciences,Content Specific,Civics & Econ,73,70,8,5
Henrico County ,Elko Middle,History and Social Sciences,End of Course,World History I,100,98,48,23
Henrico County ,Elko Middle,Mathematics,Gr 6,Mathematics,82,73,8,4
Henrico County ,Elko Middle,Mathematics,Gr 7,Mathematics,41,59,7,7
Henrico County ,Elko Middle,Mathematics,Gr 8,Mathematics,49,40,0,0
Henrico County ,Elko Middle,Mathematics,End of Course,Algebra I,89,95,0,6
Henrico County ,Elko Middle,Mathematics,End of Course,Geometry,100,91,25,73
Henrico County ,Elko Middle,Science,Gr 8,Science,50,60,1,2
Henrico County ,Elko Middle,Science,End of Course,Earth Science,95,93,3,3
Henrico County ,Fair Oaks Elementary,English: Reading,Gr 3,English Reading,50,56,7,8
Henrico County ,Fair Oaks Elementary,English: Reading,Gr 4,English Reading,48,62,14,10
Henrico County ,Fair Oaks Elementary,English: Reading,Gr 5,English Reading,65,69,11,14
Henrico County ,Fair Oaks Elementary,History and Social Sciences,Content Specific,VA Studies,80,78,29,33
Henrico County ,Fair Oaks Elementary,Mathematics,Gr 3,Mathematics,36,64,8,11
Henrico County ,Fair Oaks Elementary,Mathematics,Gr 4,Mathematics,76,78,31,19
Henrico County ,Fair Oaks Elementary,Mathematics,Gr 5,Mathematics,66,84,5,22
Henrico County ,Fair Oaks Elementary,Science,Gr 5,Science,82,86,11,10
Henrico County ,Fairfield Middle,English: Reading,Gr 6,English Reading,61,60,8,10
Henrico County ,Fairfield Middle,English: Reading,Gr 7,English Reading,63,67,9,12
Henrico County ,Fairfield Middle,English: Reading,Gr 8,English Reading,58,63,8,6
Henrico County ,Fairfield Middle,English: Writing,Gr 8,Writing,64,58,12,14
Henrico County ,Fairfield Middle,History and Social Sciences,Content Specific,Civics & Econ,79,75,11,5
Henrico County ,Fairfield Middle,History and Social Sciences,End of Course,World History I,97,99,23,28
Henrico County ,Fairfield Middle,Mathematics,Gr 6,Mathematics,46,57,3,6
Henrico County ,Fairfield Middle,Mathematics,Gr 7,Mathematics,31,62,3,5
Henrico County ,Fairfield Middle,Mathematics,Gr 8,Mathematics,28,34,3,1
Henrico County ,Fairfield Middle,Mathematics,End of Course,Algebra I,84,89,2,1
Henrico County ,Fairfield Middle,Mathematics,End of Course,Geometry,82,97,9,10
Henrico County ,Fairfield Middle,Science,Gr 8,Science,49,64,0,3
Henrico County ,Fairfield Middle,Science,End of Course,Earth Science,96,97,6,14
Henrico County ,Gayton Elementary,English: Reading,Gr 3,English Reading,83,87,20,31
Henrico County ,Gayton Elementary,English: Reading,Gr 4,English Reading,87,88,45,38
Henrico County ,Gayton Elementary,English: Reading,Gr 5,English Reading,84,98,31,36
Henrico County ,Gayton Elementary,History and Social Sciences,Content Specific,VA Studies,95,98,69,70
Henrico County ,Gayton Elementary,Mathematics,Gr 3,Mathematics,76,80,33,11
